# Data Set (v1): ML-CUP17-TR
# Nov 2017
# ML-CUP17
# INFO: micheli@di.unipi.it
# (C) CIML group - Gallicchio, Micheli 2017
# 
# Format:
# Training set: id,input1,input2,input3,input4,input5,input6,input7,input8,input9,input10,target_x,target_y
# Blind Test set: id,input1,input2,input3,input4,input5,input6,input7,input8,input9,input10

608,1.252786,0.369340,0.461352,-0.417184,-0.566365,0.536463,0.820935,0.713807,-0.085784,-1.118299,14.375583,-18.950208
609,-0.947404,-1.544798,-0.847448,1.224540,1.284933,-0.406114,-0.869237,-1.174280,0.631744,0.397394,2.061487,-3.880241
610,0.702738,-0.812921,-0.312030,1.287683,1.344653,1.950329,-0.446694,-0.544917,0.631744,1.706401,7.714701,-14.398816
611,-2.505872,-1.488499,-1.263884,0.529964,0.508582,-0.029083,-1.784747,-1.288709,1.409065,0.672974,1.133667,-2.180601
612,1.252786,-0.024747,-0.668975,0.277392,0.747460,1.007752,0.116696,-0.087200,-0.085784,1.224135,9.692293,-18.142265
613,-0.672380,-1.319605,-0.787957,1.413969,0.269705,0.913494,-0.587542,-1.174280,0.990508,1.017450,6.779881,-12.661818
614,0.886087,-0.362536,-0.668975,0.529964,1.225214,0.819237,-0.939661,-1.231494,1.050302,1.361925,8.518905,-15.935225
615,2.077857,-0.137343,0.223388,0.214248,-0.148330,0.819237,0.539240,0.771022,-0.384753,0.121813,12.716470,-19.801027
616,-1.405777,-1.432201,-1.085412,1.098253,1.046056,-1.254434,-1.221357,-1.117065,1.409065,0.259603,0.977631,-1.833775
617,-0.030658,1.270111,0.342370,-0.985472,-0.864962,-1.160176,0.187120,1.514813,-1.162075,-1.049404,24.279896,-13.734185
618,-1.772475,-1.207009,-0.966430,0.340535,1.225214,-0.029083,-1.080509,-1.345924,1.289477,0.535184,1.680409,-3.175066
619,-0.855729,-0.869219,-1.501848,1.477112,1.404372,-0.594630,-0.869237,-0.716562,0.631744,1.017450,5.260316,-9.876183
620,-0.580706,1.382708,1.532187,-1.048616,-0.924681,-0.594630,1.454750,1.285954,-0.922899,-0.842718,20.782049,-15.596167
621,-0.489031,-0.193641,0.104406,0.971967,0.448863,0.253690,-0.446694,-1.231494,0.571950,1.637506,8.913749,-16.679571
622,-0.672380,-0.981816,-0.431012,1.287683,1.284933,1.196267,-0.657966,-0.773776,0.930714,1.637506,7.322396,-13.644192
623,2.169532,0.707129,1.115751,-0.669756,-0.208049,0.253690,0.257544,0.484948,-0.384753,-0.291557,13.136311,-19.571629
624,1.252786,0.256744,0.937279,-0.038324,-0.924681,0.630721,1.173054,0.484948,-0.265166,-0.704928,15.011594,-18.627186
625,-0.030658,1.270111,1.413206,-1.806334,-0.864962,-2.102753,1.454750,0.942666,-0.803311,-0.980509,17.567641,-17.314698
626,-0.855729,-1.375903,-1.739811,1.161396,1.165495,0.724979,-0.939661,-0.544917,0.272980,0.741869,5.489933,-10.275448
627,-0.030658,-1.375903,-0.847448,0.845680,0.628021,0.724979,-0.587542,-0.945421,0.571950,0.810764,6.011840,-11.233546
628,-0.305682,-1.263307,-1.561339,1.413969,0.926617,0.347948,-0.869237,-1.117065,1.169889,0.672974,4.328155,-8.140735
629,-0.214007,-0.756623,-0.490503,1.287683,0.986337,0.724979,-0.305847,-0.544917,0.870920,1.913086,8.020771,-14.971693
630,-0.305682,-0.812921,-1.085412,1.413969,1.046056,1.007752,-0.094575,-0.773776,0.332774,1.568611,7.515995,-14.027228
631,1.344460,0.594533,0.223388,-1.301188,-1.282997,-0.029083,1.243478,0.599377,-0.743517,-0.291557,15.434414,-18.423157
632,0.061016,1.495304,0.401861,-1.553761,-1.223277,-1.537207,0.327968,1.114310,-1.401251,-1.324984,22.185073,-14.842935
633,0.244365,0.256744,0.818297,0.403678,0.030828,1.102010,0.750511,0.484948,0.332774,0.328499,10.479333,-19.661964
634,1.619484,0.481937,1.056260,-0.227754,-0.446927,-0.594630,1.454750,0.771022,-0.205372,-1.324984,14.385531,-18.966994
635,-0.489031,-1.375903,-1.085412,0.593108,1.404372,-0.029083,-1.221357,-0.888206,0.751332,-0.429348,2.600591,-4.895222
636,-0.672380,-0.756623,-1.204393,1.603399,1.046056,-0.406114,-1.080509,-1.345924,0.870920,-0.084872,3.405435,-6.436491
637,-0.305682,0.819726,0.461352,-1.553761,-1.044120,-1.254434,-0.305847,1.858102,-1.281663,-1.256089,27.098890,-12.223453
638,-0.030658,1.157515,1.532187,-0.922329,-1.402435,-0.783145,0.680087,0.942666,-1.102281,-1.118299,18.936979,-16.571133
639,2.169532,0.481937,0.639824,-0.922329,-0.446927,0.630721,1.384326,0.313304,-0.504341,-0.291557,13.175677,-19.558307
640,1.252786,-0.024747,0.937279,0.151105,0.389144,1.856072,0.187120,0.771022,-0.025990,1.086345,10.185423,-19.066999
641,0.702738,0.425639,0.877788,-0.922329,-0.864962,0.159432,1.736445,0.828236,-1.042487,-1.807250,16.598947,-17.816786
642,-1.222428,-1.375903,-1.204393,0.214248,0.687740,-0.688887,-1.010085,-1.345924,1.289477,0.121813,1.399820,-2.642711
643,-0.580706,0.763428,0.104406,-1.111759,-1.521874,-1.442949,-0.798814,1.400384,-1.461045,-1.393879,27.079406,-12.234303
644,1.436135,0.256744,1.115751,-0.038324,-0.685804,-0.029083,1.313902,0.427733,-0.444547,-0.153767,14.200998,-19.041403
645,0.061016,1.439006,0.996769,-1.553761,-1.044120,-0.217599,0.187120,0.828236,-1.341457,-0.980509,22.738512,-14.565666
646,-0.489031,0.819726,1.770151,-1.111759,-1.282997,-0.783145,1.454750,0.656592,-1.341457,-1.738355,18.388574,-16.872872
647,-0.855729,1.833093,0.461352,-1.490618,-1.342716,-0.877403,-0.024151,1.285954,-0.863105,-1.256089,23.730192,-14.012763
648,0.886087,-0.137343,-0.252539,1.035110,0.329424,-0.029083,-1.714324,-0.430488,0.033804,1.086345,8.497988,-15.888504
649,-0.672380,-0.812921,-1.739811,0.719394,0.926617,0.253690,-1.362204,-1.117065,1.289477,0.672974,1.884553,-3.527118
650,-0.214007,-0.981816,-0.787957,0.908824,0.508582,-0.500372,-0.446694,-0.888206,0.930714,1.017450,5.521601,-10.339098
651,-0.947404,-1.319605,-1.620829,1.603399,1.046056,0.536463,-0.869237,-1.002635,0.631744,1.430820,6.761463,-12.616633
652,-1.130753,0.819726,1.829642,-0.985472,-1.103839,-0.783145,0.750511,0.542163,-0.863105,-1.256089,19.349939,-16.359756
653,1.436135,0.481937,0.937279,-0.417184,-0.387207,-0.217599,1.173054,0.198874,-1.102281,-0.015977,14.070214,-19.113545
654,1.344460,0.932322,1.115751,-1.048616,-1.282997,0.065175,1.595597,0.599377,-0.564135,-0.429348,15.892395,-18.182819
655,-0.489031,-1.488499,-0.847448,0.719394,0.866898,0.724979,-1.010085,-0.888206,1.528653,0.259603,4.306746,-8.103264
656,0.427715,-1.038114,-0.074066,1.098253,0.568302,1.007752,-0.235423,-0.830991,0.631744,1.568611,8.470102,-15.836181
657,0.427715,-0.700325,-0.074066,0.214248,0.866898,1.573298,-1.573476,-0.373273,1.050302,1.637506,8.249613,-15.405403
658,1.436135,0.650831,0.342370,-0.038324,-0.685804,0.913494,0.750511,0.370518,-0.683723,-1.118299,13.152477,-19.566627
659,2.352881,0.538235,1.056260,-0.290897,-1.103839,0.724979,1.313902,0.542163,-0.324959,-0.291557,13.081594,-19.625825
660,1.161111,0.087849,0.818297,0.529964,-0.088611,0.442206,0.046273,0.370518,-0.324959,0.879659,10.107069,-19.007559
661,2.169532,0.200446,1.115751,0.340535,-0.208049,1.667556,0.680087,-0.029985,-0.444547,0.535184,10.353964,-19.568089
662,1.252786,0.087849,0.877788,-0.417184,0.150267,0.630721,0.257544,0.484948,-0.324959,-0.842718,12.454268,-19.951807
663,0.611064,-0.475132,-0.133557,0.845680,0.807179,1.761814,-1.150933,-0.373273,0.571950,1.086345,8.436766,-15.783508
664,-0.947404,1.270111,1.472697,-1.680048,-1.462155,-0.688887,0.398392,0.256089,-1.221869,-0.773823,18.477425,-16.823466
665,-0.397357,1.326409,1.591678,-1.490618,-1.282997,-1.442949,1.313902,1.057095,-1.401251,-0.567138,19.383206,-16.321981
666,2.077857,0.650831,0.937279,0.024819,-1.044120,0.253690,1.384326,0.313304,-0.444547,-0.015977,13.589931,-19.359159
667,-0.672380,-1.150710,-1.085412,1.477112,1.284933,0.159432,-1.150933,-1.345924,1.409065,0.328499,3.334005,-6.308792
668,-0.672380,-0.981816,-1.323375,1.035110,1.404372,-0.217599,-0.939661,-1.174280,1.588447,0.672974,3.021379,-5.704267
669,-0.397357,1.326409,-0.014576,-1.238045,-0.685804,-0.594630,0.468816,1.285954,-1.341457,-0.911613,24.713408,-13.514742
670,0.152691,1.101217,-0.193048,-0.985472,-1.342716,-1.914238,-0.164999,2.201390,-1.341457,-1.187194,26.573656,-12.515713
671,1.252786,1.044918,0.877788,-0.354040,-1.163558,-0.217599,1.736445,0.370518,-1.162075,-1.807250,17.272617,-17.462775
672,-1.222428,-1.319605,-1.204393,-0.164611,-0.267769,-0.217599,-2.207291,-1.345924,1.110095,0.810764,1.362165,-2.570895
673,-1.864150,-1.150710,-1.620829,0.908824,1.225214,-0.217599,-1.362204,-1.288709,1.468859,0.397394,1.495148,-2.812650
674,-0.397357,-0.700325,-0.966430,0.529964,0.807179,-0.217599,-1.150933,-1.231494,1.648241,0.535184,1.860446,-3.512665
675,2.261206,0.594533,0.520842,0.087962,-1.402435,0.159432,0.961783,0.427733,-0.444547,-0.222662,12.708275,-19.795374
676,-0.214007,-0.812921,-0.966430,0.845680,0.926617,0.065175,-0.587542,-1.288709,0.930714,0.810764,5.978797,-11.171531
677,0.886087,-0.249940,-0.193048,0.719394,0.448863,0.536463,-0.587542,-0.602132,0.033804,0.879659,9.446317,-17.716040
678,-0.122333,-1.319605,-0.728466,1.413969,0.508582,0.819237,-0.376270,-0.659347,0.930714,1.499716,7.429507,-13.863648
679,-0.764055,-0.925518,-1.204393,1.287683,1.046056,0.630721,-0.446694,-1.002635,1.409065,1.017450,6.309412,-11.775910
680,-0.855729,-1.375903,-1.204393,1.161396,0.747460,-0.123341,-1.573476,-1.174280,1.528653,0.328499,3.080872,-5.842376
681,1.069437,0.538235,0.937279,0.024819,-1.103839,0.347948,1.384326,0.771022,-0.623929,-0.153767,13.911462,-19.207289
682,-0.397357,1.833093,0.996769,-0.922329,-1.223277,-1.914238,-0.164999,1.400384,-1.221869,-0.980509,23.612432,-14.088936
683,-0.214007,0.538235,0.282879,-1.364332,-1.282997,-1.537207,-1.080509,2.029746,-1.221869,-1.324984,26.809425,-12.381078
684,1.527809,0.200446,0.758806,-0.101468,0.030828,0.347948,0.820935,0.141659,-0.504341,0.259603,11.832164,-20.258850
685,-0.122333,0.988620,0.342370,-1.364332,-0.984400,-1.537207,0.116696,2.029746,-1.221869,-1.669460,26.313626,-12.649176
686,-0.489031,-0.812921,-1.561339,0.656251,1.523811,0.724979,-0.939661,-0.945421,1.289477,-0.291557,4.626942,-8.681650
687,-0.214007,-0.812921,-1.263884,1.161396,0.926617,0.159432,-0.446694,-0.830991,1.110095,1.430820,6.544210,-12.229368
688,0.061016,1.270111,1.472697,-1.301188,-1.342716,-0.688887,1.243478,0.942666,-0.743517,-1.256089,18.869321,-16.612074
689,-1.039079,-1.601096,-1.204393,1.098253,0.807179,-0.594630,-0.939661,-1.002635,1.169889,0.328499,1.004459,-1.871925
690,0.244365,-0.024747,0.163897,0.529964,0.628021,2.138845,0.116696,-0.373273,0.093598,0.741869,9.671446,-18.153610
691,0.519389,0.256744,-0.074066,0.340535,0.030828,1.667556,0.539240,0.084445,-0.025990,0.397394,10.361453,-19.442505
692,-0.122333,-1.094412,-1.323375,0.908824,0.986337,0.630721,-0.587542,-1.231494,1.289477,1.430820,7.052429,-13.144792
693,0.061016,1.101217,1.829642,-1.238045,-1.044120,-2.385527,0.680087,0.771022,-1.341457,-0.980509,20.433970,-15.780481
694,-1.039079,-0.981816,-1.561339,0.782537,0.986337,-0.217599,-1.010085,-1.231494,0.870920,0.328499,4.552687,-8.558107
695,-0.030658,-0.925518,-0.371521,0.908824,0.448863,0.819237,-0.446694,-0.487703,0.751332,0.810764,5.802551,-10.866167
696,-0.305682,1.551602,0.520842,-1.743191,-1.044120,-1.065918,0.187120,0.656592,-1.281663,-1.118299,23.565923,-14.096430
697,-0.489031,-0.193641,-0.252539,0.529964,0.030828,1.573298,-0.235423,-0.487703,0.571950,1.086345,9.421001,-17.657080
698,0.336040,-0.531430,-0.787957,0.656251,0.628021,1.196267,-0.939661,-0.373273,0.093598,1.568611,8.020215,-14.969574
699,-0.214007,0.256744,0.996769,0.340535,0.687740,0.724979,0.750511,0.542163,0.512156,0.741869,10.831984,-20.281553
700,-0.305682,-1.319605,-1.085412,1.540256,1.523811,0.630721,-0.728390,-0.659347,0.631744,0.397394,5.715412,-10.697376
701,-2.047499,-1.375903,-1.263884,0.403678,0.209986,-1.065918,-0.939661,-1.345924,0.811126,0.121813,1.550486,-2.925891
702,-0.305682,1.382708,-0.193048,-1.174902,-0.626084,-0.406114,0.257544,1.343169,-1.221869,-0.980509,24.810768,-13.458098
703,-0.030658,1.270111,1.294224,-0.922329,-1.044120,-0.783145,0.398392,0.828236,-1.162075,-1.807250,20.332581,-15.847207
704,-0.305682,1.382708,0.223388,-1.174902,-1.223277,-1.065918,-0.024151,2.144175,-1.281663,-0.980509,25.814652,-12.904616
705,-0.855729,-1.657394,-1.144902,0.340535,1.165495,-1.348691,-1.362204,-1.345924,1.468859,0.466289,2.657588,-5.006815
706,-1.222428,-1.319605,-0.847448,1.224540,0.448863,0.442206,-1.362204,-0.773776,1.648241,0.879659,4.058790,-7.667130
707,0.152691,0.425639,1.056260,-1.174902,-1.282997,-1.537207,0.961783,0.771022,-1.221869,-1.187194,15.908050,-18.168646
708,0.886087,-0.587729,-0.133557,0.024819,0.687740,1.573298,0.187120,-0.316058,0.392568,0.810764,10.000313,-18.750091
709,-0.122333,1.495304,-0.431012,-1.553761,-1.103839,-1.160176,0.046273,1.514813,-1.221869,-1.187194,24.031445,-13.873661
710,0.152691,1.270111,1.294224,-1.111759,-1.342716,-0.500372,0.539240,0.771022,-1.341457,-1.600565,20.805806,-15.591198
711,-1.772475,-1.544798,-0.966430,0.593108,0.807179,-0.123341,-1.855171,-1.231494,0.870920,0.397394,1.817813,-3.441111
712,-0.855729,0.932322,0.461352,-1.743191,-1.282997,-1.631465,0.257544,1.858102,-0.922899,-0.911613,25.346339,-13.166944
713,1.069437,0.932322,0.699315,-1.490618,-0.626084,-0.311856,1.454750,0.427733,-0.683723,-1.049404,16.220825,-18.014268
714,-0.397357,-1.263307,-1.085412,0.656251,1.523811,0.442206,-0.587542,-0.716562,0.870920,0.328499,4.718580,-8.858405
715,1.161111,0.707129,0.401861,-0.922329,-1.521874,0.159432,1.173054,0.599377,-1.042487,-0.222662,15.453033,-18.398980
716,-0.489031,-1.038114,-1.204393,0.719394,1.225214,-0.217599,-0.869237,-1.403138,0.272980,0.190708,2.431366,-4.582278
717,-0.305682,0.819726,1.413206,-0.796043,-1.223277,-1.254434,1.173054,0.942666,-1.281663,-1.256089,17.841883,-17.172088
718,-0.855729,-0.981816,-1.025921,0.466821,1.404372,0.159432,-1.010085,-0.659347,0.571950,0.604079,5.032982,-9.446833
719,1.619484,0.200446,0.818297,-0.227754,0.030828,1.667556,-0.164999,0.542163,-0.265166,0.121813,12.509826,-19.915795
720,-2.047499,-1.207009,-1.085412,0.529964,0.628021,-1.254434,-1.643900,-1.117065,1.050302,0.535184,1.927128,-3.641876
721,-0.305682,1.495304,0.639824,-1.616904,-0.864962,-1.254434,0.539240,1.285954,-1.221869,-1.118299,23.376569,-14.225517
722,0.977762,-0.081045,-0.371521,0.971967,0.329424,1.667556,-0.024151,-0.029985,0.452362,1.430820,9.412661,-17.625882
723,-1.130753,-0.925518,-1.204393,0.593108,1.225214,-0.029083,-1.503052,-1.288709,0.571950,0.741869,2.160140,-4.074249
724,-0.489031,1.495304,0.461352,-0.922329,-0.685804,-1.160176,0.046273,1.343169,-1.341457,-0.980509,23.993836,-13.891154
725,-0.489031,-0.249940,-0.312030,1.161396,0.628021,0.536463,-0.798814,-0.659347,0.751332,0.810764,8.993802,-16.827764
726,-0.305682,-0.644027,-1.263884,0.656251,0.747460,1.573298,-0.728390,-0.773776,0.631744,1.844191,7.973516,-14.861693
727,-0.489031,1.833093,0.163897,-0.985472,-0.924681,-1.160176,0.046273,1.343169,-1.162075,-1.187194,23.487410,-14.152854
728,0.061016,0.538235,1.889133,-1.048616,-1.223277,-0.594630,1.454750,0.599377,-1.162075,-1.945040,18.566710,-16.760203
729,-1.039079,-0.812921,-0.966430,1.477112,1.523811,0.724979,-0.869237,-1.231494,1.588447,0.672974,4.048271,-7.642510
730,-0.855729,-0.812921,-1.263884,1.350826,1.046056,0.724979,-1.010085,-0.716562,0.631744,0.810764,5.360169,-10.040607
731,0.152691,0.594533,0.877788,-1.174902,-0.924681,-1.065918,0.398392,1.858102,-1.341457,-1.462774,25.002426,-13.342434
732,0.702738,-0.249940,-0.252539,0.908824,0.687740,1.667556,-0.376270,-0.716562,0.631744,1.499716,7.999133,-14.945362
733,0.061016,0.594533,1.829642,-0.985472,-1.402435,-1.348691,1.313902,0.599377,-0.982693,-1.049404,18.301529,-16.909547
734,0.794413,0.538235,0.163897,0.466821,0.747460,0.442206,0.187120,-0.316058,0.631744,0.466289,10.827189,-20.295076
735,1.069437,-0.137343,-1.144902,0.403678,0.508582,0.442206,0.116696,-0.487703,0.452362,1.775296,8.884992,-16.629411
736,0.152691,1.270111,0.342370,-1.364332,-1.282997,-1.254434,0.257544,1.457598,-1.341457,-1.462774,24.256032,-13.748606
737,-0.030658,1.326409,1.115751,-1.174902,-0.984400,-0.594630,0.539240,0.828236,-1.162075,-1.118299,22.148920,-14.860392
738,-0.397357,0.707129,0.223388,-1.111759,-1.223277,-1.065918,-0.376270,1.400384,-1.281663,-1.118299,26.744034,-12.417039
739,-0.580706,-1.150710,-0.847448,1.350826,1.404372,0.159432,-1.221357,-1.231494,1.528653,0.741869,4.505282,-8.468011
740,0.244365,-0.137343,-0.252539,1.098253,0.687740,1.573298,-0.446694,-0.602132,0.751332,0.879659,8.989084,-16.824811
741,-0.122333,1.044918,0.342370,-1.048616,-0.745523,-1.725722,0.609663,1.457598,-0.922899,-1.049404,25.434725,-13.115858
742,-0.122333,1.495304,1.115751,-0.922329,-1.163558,-0.500372,0.539240,0.942666,-1.281663,-1.118299,20.281234,-15.861883
743,1.252786,-0.024747,-0.847448,0.277392,0.508582,1.950329,0.187120,-0.029985,0.392568,0.259603,10.118822,-18.982207
744,-0.305682,-0.869219,-0.787957,0.151105,1.046056,1.196267,-1.010085,-1.117065,1.528653,0.879659,6.282051,-11.738145
745,0.886087,-0.587729,-0.014576,0.529964,0.747460,1.761814,-1.503052,-0.487703,0.512156,0.879659,10.016610,-18.782381
746,-0.305682,1.495304,-0.133557,-1.301188,-0.805242,-0.406114,-0.587542,1.343169,-1.102281,-1.049404,23.814446,-13.985658
747,-0.672380,0.481937,0.520842,-1.174902,-1.342716,-1.631465,-0.164999,1.514813,-1.341457,-1.393879,27.405228,-12.070131
748,-0.672380,-0.587729,-1.025921,1.287683,0.926617,-0.217599,-1.573476,-1.002635,1.110095,0.397394,3.567256,-6.751679
749,1.252786,-0.418834,-0.371521,0.529964,0.508582,1.950329,-0.164999,-0.487703,0.512156,0.948555,9.964810,-18.678987
750,-0.855729,-0.812921,-1.561339,1.161396,0.747460,-0.311856,-1.573476,-0.888206,1.349271,0.672974,3.563638,-6.745378
751,-0.672380,0.538235,0.937279,-0.290897,-0.208049,0.347948,1.313902,0.427733,-0.564135,-0.153767,12.735233,-19.796426
752,0.061016,1.157515,1.770151,-1.174902,-1.282997,-1.160176,1.032206,0.542163,-0.922899,-1.531669,20.324777,-15.841469
753,-0.030658,-1.038114,-0.431012,0.593108,0.687740,0.347948,-0.235423,-0.487703,0.631744,1.155240,9.033357,-16.870158
754,-0.305682,-1.150710,-1.739811,0.971967,1.404372,-0.500372,-1.573476,-1.231494,0.930714,0.190708,2.833873,-5.362710
755,-0.397357,-0.587729,-1.263884,1.287683,0.389144,1.007752,-0.305847,-0.373273,0.392568,1.706401,8.304636,-15.502524
756,0.702738,0.313042,0.639824,0.214248,0.568302,1.856072,0.257544,0.427733,0.512156,0.948555,9.943075,-18.633019
757,0.794413,1.044918,1.056260,-0.417184,-1.462155,-0.406114,1.736445,0.771022,-0.803311,-0.704928,16.361988,-17.935318
758,1.069437,0.369340,-0.014576,0.340535,0.329424,1.761814,0.609663,-0.830991,0.213186,0.741869,10.380559,-19.473094
759,0.702738,1.044918,1.294224,-0.922329,-0.805242,-0.217599,2.088564,0.713807,-0.683723,-0.429348,16.721063,-17.753126
760,2.169532,0.425639,0.996769,-0.038324,-0.745523,-0.217599,1.173054,0.313304,-0.564135,-0.153767,12.706138,-19.794736
761,0.336040,-0.137343,-0.014576,0.403678,0.508582,1.573298,-0.517118,-0.087200,0.033804,0.397394,9.588407,-17.979237
762,0.152691,1.157515,1.175242,-1.048616,-1.521874,-2.008496,1.595597,0.885451,-1.221869,-1.256089,18.888218,-16.594637
763,1.986182,0.425639,0.342370,0.087962,-0.028891,0.442206,0.750511,0.828236,-0.803311,0.466289,13.059649,-19.654527
764,-0.397357,1.101217,1.532187,-0.985472,-1.402435,-0.877403,0.398392,0.713807,-0.982693,-0.636033,18.432909,-16.842936
765,-0.305682,-0.981816,-1.025921,0.782537,0.628021,-0.029083,-0.446694,-0.716562,0.930714,0.672974,5.450943,-10.229684
766,-1.039079,1.213813,1.770151,-1.806334,-0.924681,-0.500372,1.243478,0.713807,-1.162075,-1.462774,19.429403,-16.325942
767,-0.030658,-0.531430,0.580333,0.151105,0.508582,1.573298,0.327968,0.256089,-0.085784,0.948555,9.886213,-18.518167
768,-2.597546,-0.925518,-1.501848,0.466821,1.284933,0.724979,-1.080509,-1.174280,0.811126,0.535184,5.103512,-9.561006
769,-0.030658,1.270111,-0.252539,-1.680048,-1.163558,-1.725722,-0.164999,1.629243,-1.341457,-1.256089,26.605307,-12.499050
770,-0.672380,1.607900,0.401861,-0.796043,-1.223277,-1.254434,0.820935,1.171525,-1.341457,-1.187194,23.142818,-14.332849
771,1.344460,0.313042,0.104406,0.340535,0.030828,0.819237,0.609663,-0.029985,0.033804,0.672974,11.600686,-20.411391
772,0.977762,0.932322,1.294224,-0.985472,-0.805242,-0.029083,1.806869,0.942666,-0.922899,-1.256089,17.510876,-17.333780
773,1.069437,-0.306238,-0.490503,0.529964,0.687740,1.761814,0.187120,-0.487703,-0.085784,0.879659,9.660163,-18.106654
774,-0.397357,0.594533,1.472697,-1.111759,-1.521874,-0.783145,1.806869,0.828236,-1.102281,-0.842718,17.167888,-17.523467
775,-0.030658,-1.150710,-0.728466,0.719394,1.225214,-0.311856,-1.362204,-1.002635,0.392568,1.224135,5.045960,-9.448326
776,-1.497451,-0.925518,-0.906939,0.340535,0.687740,-0.029083,-1.573476,-1.288709,1.468859,0.259603,1.168620,-2.191936
777,0.061016,-0.812921,-1.501848,0.782537,0.747460,-0.123341,-0.869237,-0.830991,0.811126,0.604079,5.961007,-11.143438
778,0.061016,-1.544798,-0.312030,0.593108,0.807179,1.761814,-1.150933,-0.258844,0.930714,1.568611,8.220881,-15.342193
779,-0.122333,1.270111,-0.193048,-1.743191,-1.462155,-1.537207,0.539240,1.800887,-1.221869,-1.256089,27.318322,-12.119335
780,-0.855729,-0.700325,-1.799302,0.908824,0.866898,0.253690,-1.362204,-1.231494,1.409065,0.604079,1.791739,-3.396063
781,2.077857,-0.306238,0.461352,-0.101468,-0.208049,1.007752,-0.305847,0.771022,-0.324959,0.121813,11.784783,-20.277320
782,-0.489031,-0.981816,-0.490503,0.782537,-0.148330,0.253690,-0.024151,-0.544917,0.512156,-0.084872,8.717577,-16.300740
783,1.436135,-0.362536,0.401861,0.782537,0.747460,2.233103,-0.164999,-0.316058,0.631744,0.535184,9.650780,-18.069448
784,-0.489031,0.594533,1.234733,-0.985472,-0.924681,-0.217599,0.750511,0.999880,-1.162075,-1.393879,18.003288,-17.082027
785,0.611064,0.538235,1.234733,-1.238045,-1.282997,-0.217599,1.736445,0.713807,-1.221869,-1.118299,15.658179,-18.301696
786,-0.397357,1.157515,1.413206,-1.427475,-1.282997,-0.406114,1.454750,1.228739,-1.341457,-1.049404,20.891243,-15.536490
787,-0.489031,0.425639,1.591678,-1.553761,-1.402435,-0.783145,0.680087,0.084445,-1.162075,-1.462774,19.529310,-16.257431
788,-0.397357,1.382708,0.937279,-1.490618,-1.402435,-0.783145,1.102630,1.228739,-1.341457,-1.187194,22.392280,-14.733419
789,1.344460,0.256744,0.163897,0.719394,0.448863,0.724979,0.116696,0.141659,0.452362,0.466289,10.850898,-20.306947
790,0.244365,-1.094412,-0.252539,0.656251,0.866898,1.761814,-0.728390,-0.430488,1.050302,1.706401,8.249841,-15.412287
791,-0.489031,0.707129,1.472697,-1.238045,-1.282997,-0.500372,1.736445,0.771022,-0.863105,-1.049404,17.074342,-17.574117
792,-0.397357,1.495304,0.401861,-0.922329,-0.566365,-1.254434,0.257544,1.285954,-1.221869,-0.842718,23.845593,-13.957497
793,2.352881,0.425639,0.163897,0.593108,0.329424,0.724979,0.680087,0.198874,0.512156,0.672974,10.816787,-20.295877
794,-0.305682,1.382708,0.223388,-1.048616,-1.044120,-1.631465,0.398392,1.686457,-0.922899,-1.049404,24.497603,-13.619283
795,1.069437,0.932322,0.996769,-0.922329,-1.044120,-1.537207,1.595597,-0.602132,-0.922899,-0.911613,16.185532,-18.039250
796,-2.505872,-0.869219,-1.501848,0.656251,0.986337,-0.594630,-1.291781,-1.117065,1.289477,-0.084872,1.452960,-2.735934
797,0.061016,-1.319605,-0.906939,0.466821,0.807179,0.819237,-0.587542,-0.716562,1.528653,0.672974,4.294502,-8.100986
798,0.427715,0.932322,0.877788,-0.543470,-1.462155,-0.500372,1.736445,0.313304,-0.803311,-0.704928,16.279860,-17.981499
799,-0.397357,1.326409,1.234733,-1.301188,-1.163558,-0.500372,0.539240,1.514813,-1.162075,-1.945040,21.639710,-15.142766
800,-0.030658,-1.150710,-1.442357,0.403678,0.687740,0.253690,-0.376270,-0.830991,1.169889,0.466289,5.785878,-10.819695
801,-0.764055,-1.094412,-0.966430,1.413969,0.986337,0.630721,-1.010085,-0.888206,1.409065,0.741869,4.350747,-8.210973
802,0.611064,-0.475132,-1.085412,0.719394,1.284933,1.007752,-0.869237,-0.888206,1.050302,1.568611,8.529297,-15.994464
803,1.069437,0.594533,1.353715,-0.985472,-0.924681,0.159432,2.018140,0.599377,-0.623929,-0.842718,16.616709,-17.821385
804,-0.947404,-1.094412,-0.966430,1.477112,1.225214,0.159432,-1.150933,-1.288709,1.169889,0.259603,4.129671,-7.811551
805,0.427715,-0.700325,-0.193048,0.277392,0.448863,2.138845,0.257544,-0.258844,0.512156,0.466289,10.226026,-19.196901
806,1.069437,0.369340,1.234733,-1.301188,-1.044120,-0.594630,1.595597,0.427733,-1.341457,-1.118299,15.769936,-18.238929
807,1.069437,1.044918,1.353715,-0.606613,-0.685804,0.065175,1.736445,0.542163,-1.281663,-1.187194,17.526078,-17.325558
808,1.436135,0.707129,0.580333,0.529964,-0.924681,0.253690,0.820935,0.427733,-0.324959,0.604079,11.818233,-20.318571
809,-0.672380,1.270111,0.401861,-1.301188,-1.402435,-1.631465,0.327968,1.858102,-1.102281,-0.980509,25.395960,-13.130925
810,0.152691,1.157515,1.829642,-1.238045,-1.342716,-0.688887,1.454750,0.484948,-1.281663,-1.393879,19.765251,-16.133028
